STRUCTURE_NAME,REF_AREA,Reference area,Measure,Age,Sex,Unit of measure,TIME_PERIOD,OBS_VALUE
Tobacco consumption,LVA,Latvia,Tobacco consumption,Total,Total,Cigarettes per smoker per day,2010,13
Tobacco consumption,LVA,Latvia,Tobacco consumption,Total,Total,Cigarettes per smoker per day,2012,13.4
Tobacco consumption,LVA,Latvia,Tobacco consumption,Total,Total,Cigarettes per smoker per day,2014,13.6
Tobacco consumption,LVA,Latvia,Tobacco consumption,Total,Total,Cigarettes per smoker per day,2016,13.5
Tobacco consumption,LVA,Latvia,Tobacco consumption,Total,Total,Cigarettes per smoker per day,2018,11.7
Tobacco consumption,LVA,Latvia,Tobacco consumption,Total,Total,Cigarettes per smoker per day,2020,11.5
Tobacco consumption,LVA,Latvia,Tobacco consumption,Total,Total,Cigarettes per smoker per day,2022,12.6
Tobacco consumption,BGR,Bulgaria,Tobacco consumption,Total,Total,Cigarettes per smoker per day,2014,15.3
Tobacco consumption,BGR,Bulgaria,Tobacco consumption,Total,Total,Cigarettes per smoker per day,2019,15.2
Tobacco consumption,BGR,Bulgaria,Tobacco consumption,15 years or over,Total,Grammes per person,2012,678
Tobacco consumption,BGR,Bulgaria,Tobacco consumption,15 years or over,Total,Grammes per person,2013,674
Tobacco consumption,BGR,Bulgaria,Tobacco consumption,15 years or over,Total,Grammes per person,2014,689
Tobacco consumption,BGR,Bulgaria,Tobacco consumption,15 years or over,Total,Grammes per person,2015,743
Tobacco consumption,BGR,Bulgaria,Tobacco consumption,15 years or over,Total,Grammes per person,2016,719
Tobacco consumption,BGR,Bulgaria,Tobacco consumption,15 years or over,Total,Grammes per person,2017,737
Tobacco consumption,BGR,Bulgaria,Tobacco consumption,15 years or over,Total,Grammes per person,2018,759
Tobacco consumption,BGR,Bulgaria,Tobacco consumption,15 years or over,Total,Grammes per person,2019,823
Tobacco consumption,BGR,Bulgaria,Tobacco consumption,15 years or over,Total,Grammes per person,2020,814
Tobacco consumption,BGR,Bulgaria,Tobacco consumption,15 years or over,Total,Grammes per person,2021,869
Tobacco consumption,BGR,Bulgaria,Tobacco consumption,15 years or over,Total,Grammes per person,2022,985
Tobacco consumption,BGR,Bulgaria,Tobacco consumption,15 years or over,Total,Grammes per person,2023,1118
Tobacco consumption,BGR,Bulgaria,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2014,21.5
Tobacco consumption,BGR,Bulgaria,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2019,16.2
Tobacco consumption,UKR,Ukraine,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2010,28.2
Tobacco consumption,UKR,Ukraine,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2015,25.7
Tobacco consumption,UKR,Ukraine,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2018,24.3
Tobacco consumption,UKR,Ukraine,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2019,23.7
Tobacco consumption,UKR,Ukraine,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2020,23.3
