STRUCTURE_NAME,ACTION,REF_AREA,Reference area,Unit of measure,Sex,Cause of death,TIME_PERIOD,OBS_VALUE
Causes of mortality,I,ISL,Iceland,Deaths per 100 000 inhabitants,Total,Mental and behavioural disorders,2011,23.6
Causes of mortality,I,ISL,Iceland,Deaths per 100 000 inhabitants,Total,Mental and behavioural disorders,2010,21.4
Causes of mortality,I,ISL,Iceland,Deaths per 100 000 inhabitants,Total,Mental and behavioural disorders,2009,23.3
Causes of mortality,I,ISL,Iceland,Deaths per 100 000 inhabitants,Total,Mental and behavioural disorders,2008,27.2
Causes of mortality,I,ISL,Iceland,Deaths per 100 000 inhabitants,Total,Mental and behavioural disorders,2007,30.4
Causes of mortality,I,ISL,Iceland,Deaths per 100 000 inhabitants,Total,Mental and behavioural disorders,2006,35
Causes of mortality,I,ISL,Iceland,Deaths per 100 000 inhabitants,Total,Mental and behavioural disorders,2005,32
Causes of mortality,I,ISL,Iceland,Deaths per 100 000 inhabitants,Total,Mental and behavioural disorders,2004,26.6
Causes of mortality,I,ISL,Iceland,Deaths per 100 000 inhabitants,Total,Mental and behavioural disorders,2020,33.3
Causes of mortality,I,ISL,Iceland,Deaths per 100 000 inhabitants,Total,Mental and behavioural disorders,2019,33.3
Causes of mortality,I,ISL,Iceland,Deaths per 100 000 inhabitants,Total,Mental and behavioural disorders,2018,30.2
Causes of mortality,I,ISL,Iceland,Deaths per 100 000 inhabitants,Total,Mental and behavioural disorders,2017,27.8
Causes of mortality,I,ISL,Iceland,Deaths per 100 000 inhabitants,Total,Mental and behavioural disorders,2016,22.3
Causes of mortality,I,ISL,Iceland,Deaths per 100 000 inhabitants,Total,Mental and behavioural disorders,2015,27.7
Causes of mortality,I,ISL,Iceland,Deaths per 100 000 inhabitants,Total,Mental and behavioural disorders,2014,28.8
Causes of mortality,I,ISL,Iceland,Deaths per 100 000 inhabitants,Total,Mental and behavioural disorders,2003,28.3
Causes of mortality,I,ISL,Iceland,Deaths per 100 000 inhabitants,Total,Mental and behavioural disorders,2002,32.8
Causes of mortality,I,SVK,Slovak Republic,Deaths per 100 000 inhabitants,Female,Diseases of the nervous system,2004,10.3
Causes of mortality,I,SVK,Slovak Republic,Deaths per 100 000 inhabitants,Female,Diseases of the nervous system,2010,13.8
Causes of mortality,I,ISL,Iceland,Deaths per 100 000 inhabitants,Total,Mental and behavioural disorders,2013,26.6
Causes of mortality,I,MEX,Mexico,Deaths per 100 000 inhabitants,Male,Diseases of the digestive system,2014,125
Causes of mortality,I,MEX,Mexico,Deaths per 100 000 inhabitants,Male,Diseases of the digestive system,2013,129.2
Causes of mortality,I,MEX,Mexico,Deaths per 100 000 inhabitants,Male,Diseases of the digestive system,2002,141.2
Causes of mortality,I,MEX,Mexico,Deaths per 100 000 inhabitants,Male,Diseases of the digestive system,2001,140.4
Causes of mortality,I,MEX,Mexico,Deaths per 100 000 inhabitants,Male,Diseases of the digestive system,2000,144.6
Causes of mortality,I,MEX,Mexico,Deaths per 100 000 inhabitants,Male,Diseases of the digestive system,2020,128.8
Causes of mortality,I,MEX,Mexico,Deaths per 100 000 inhabitants,Male,Diseases of the digestive system,2012,129.9
Causes of mortality,I,MEX,Mexico,Deaths per 100 000 inhabitants,Male,Diseases of the digestive system,2011,130.3
Causes of mortality,I,MEX,Mexico,Deaths per 100 000 inhabitants,Male,Diseases of the digestive system,2010,132.4
Causes of mortality,I,MEX,Mexico,Deaths per 100 000 inhabitants,Male,Diseases of the digestive system,2009,132.6
Causes of mortality,I,MEX,Mexico,Deaths per 100 000 inhabitants,Male,Diseases of the digestive system,2008,135.3
Causes of mortality,I,MEX,Mexico,Deaths per 100 000 inhabitants,Male,Diseases of the digestive system,2007,132.2
Causes of mortality,I,MEX,Mexico,Deaths per 100 000 inhabitants,Male,Diseases of the digestive system,2006,133.2
Causes of mortality,I,MEX,Mexico,Deaths per 100 000 inhabitants,Male,Diseases of the digestive system,2005,138.9
Causes of mortality,I,MEX,Mexico,Deaths per 100 000 inhabitants,Male,Diseases of the digestive system,2004,138.9
Causes of mortality,I,MEX,Mexico,Deaths per 100 000 inhabitants,Male,Diseases of the digestive system,2003,142.4
Causes of mortality,I,MEX,Mexico,Deaths per 100 000 inhabitants,Male,Diseases of the digestive system,2017,131.4
Causes of mortality,I,MEX,Mexico,Deaths per 100 000 inhabitants,Male,Diseases of the digestive system,2016,135.3
Causes of mortality,I,MEX,Mexico,Deaths per 100 000 inhabitants,Male,Diseases of the digestive system,2019,130.8
Causes of mortality,I,MEX,Mexico,Deaths per 100 000 inhabitants,Male,Diseases of the digestive system,2018,129.8
Causes of mortality,I,MEX,Mexico,Deaths per 100 000 inhabitants,Male,Diseases of the digestive system,2015,129.6
Causes of mortality,I,CAN,Canada,Deaths per 100 000 inhabitants,Female,Certain infectious and parasitic diseases,2014,12.1
Causes of mortality,I,CAN,Canada,Deaths per 100 000 inhabitants,Female,Certain infectious and parasitic diseases,2013,12.7
Causes of mortality,I,CAN,Canada,Deaths per 100 000 inhabitants,Female,Certain infectious and parasitic diseases,2002,10.5
Causes of mortality,I,CAN,Canada,Deaths per 100 000 inhabitants,Female,Certain infectious and parasitic diseases,2001,9.9
Causes of mortality,I,CAN,Canada,Deaths per 100 000 inhabitants,Female,Certain infectious and parasitic diseases,2000,9.8
Causes of mortality,I,CAN,Canada,Deaths per 100 000 inhabitants,Female,Certain infectious and parasitic diseases,2012,15.5
Causes of mortality,I,CAN,Canada,Deaths per 100 000 inhabitants,Female,Certain infectious and parasitic diseases,2011,15.3
Causes of mortality,I,CAN,Canada,Deaths per 100 000 inhabitants,Female,Certain infectious and parasitic diseases,2010,14.5
Causes of mortality,I,CAN,Canada,Deaths per 100 000 inhabitants,Female,Certain infectious and parasitic diseases,2009,14.1
Causes of mortality,I,CAN,Canada,Deaths per 100 000 inhabitants,Female,Certain infectious and parasitic diseases,2008,13.4
Causes of mortality,I,CAN,Canada,Deaths per 100 000 inhabitants,Female,Certain infectious and parasitic diseases,2007,13.2
Causes of mortality,I,CAN,Canada,Deaths per 100 000 inhabitants,Female,Certain infectious and parasitic diseases,2006,12.6
Causes of mortality,I,CAN,Canada,Deaths per 100 000 inhabitants,Female,Certain infectious and parasitic diseases,2005,12.7
Causes of mortality,I,CAN,Canada,Deaths per 100 000 inhabitants,Female,Certain infectious and parasitic diseases,2004,12.6
Causes of mortality,I,CAN,Canada,Deaths per 100 000 inhabitants,Female,Certain infectious and parasitic diseases,2003,10.9
Causes of mortality,I,CAN,Canada,Deaths per 100 000 inhabitants,Female,Certain infectious and parasitic diseases,2020,10
Causes of mortality,I,CAN,Canada,Deaths per 100 000 inhabitants,Female,Certain infectious and parasitic diseases,2019,9.9
Causes of mortality,I,CAN,Canada,Deaths per 100 000 inhabitants,Female,Certain infectious and parasitic diseases,2018,10.9
Causes of mortality,I,CAN,Canada,Deaths per 100 000 inhabitants,Female,Certain infectious and parasitic diseases,2017,9.9
Causes of mortality,I,CAN,Canada,Deaths per 100 000 inhabitants,Female,Certain infectious and parasitic diseases,2016,9.8
Causes of mortality,I,CAN,Canada,Deaths per 100 000 inhabitants,Female,Certain infectious and parasitic diseases,2015,12.3
Causes of mortality,I,COL,Colombia,Deaths per 100 000 inhabitants,Female,Total,2015,720.8
Causes of mortality,I,COL,Colombia,Deaths per 100 000 inhabitants,Female,Total,2014,709.2
Causes of mortality,I,COL,Colombia,Deaths per 100 000 inhabitants,Female,Total,2003,853.8
Causes of mortality,I,COL,Colombia,Deaths per 100 000 inhabitants,Female,Total,2002,843.2
Causes of mortality,I,COL,Colombia,Deaths per 100 000 inhabitants,Female,Total,2001,861.7
Causes of mortality,I,COL,Colombia,Deaths per 100 000 inhabitants,Female,Total,2000,860.7
Causes of mortality,I,COL,Colombia,Deaths per 100 000 inhabitants,Female,Total,2013,687.5
Causes of mortality,I,COL,Colombia,Deaths per 100 000 inhabitants,Female,Total,2012,694.9
Causes of mortality,I,COL,Colombia,Deaths per 100 000 inhabitants,Female,Total,2011,701.1
Causes of mortality,I,COL,Colombia,Deaths per 100 000 inhabitants,Female,Total,2010,740
Causes of mortality,I,COL,Colombia,Deaths per 100 000 inhabitants,Female,Total,2009,732.9
Causes of mortality,I,COL,Colombia,Deaths per 100 000 inhabitants,Female,Total,2008,774.5
Causes of mortality,I,COL,Colombia,Deaths per 100 000 inhabitants,Female,Total,2007,774.8
Causes of mortality,I,COL,Colombia,Deaths per 100 000 inhabitants,Female,Total,2006,797
Causes of mortality,I,COL,Colombia,Deaths per 100 000 inhabitants,Female,Total,2005,801.9
Causes of mortality,I,COL,Colombia,Deaths per 100 000 inhabitants,Female,Total,2004,817.2
Causes of mortality,I,COL,Colombia,Deaths per 100 000 inhabitants,Female,Total,2020,783.8
Causes of mortality,I,COL,Colombia,Deaths per 100 000 inhabitants,Female,Total,2019,691
Causes of mortality,I,COL,Colombia,Deaths per 100 000 inhabitants,Female,Total,2018,694.4
Causes of mortality,I,COL,Colombia,Deaths per 100 000 inhabitants,Female,Total,2017,700.6
Causes of mortality,I,COL,Colombia,Deaths per 100 000 inhabitants,Female,Total,2016,701.7
Causes of mortality,I,CZE,Czechia,Deaths per 100 000 inhabitants,Male,Diseases of the blood and blood-forming organs,2015,2.5
Causes of mortality,I,CZE,Czechia,Deaths per 100 000 inhabitants,Male,Diseases of the blood and blood-forming organs,2014,2.3
Causes of mortality,I,CZE,Czechia,Deaths per 100 000 inhabitants,Male,Diseases of the blood and blood-forming organs,2013,2.3
Causes of mortality,I,CZE,Czechia,Deaths per 100 000 inhabitants,Male,Diseases of the blood and blood-forming organs,2012,1.8
Causes of mortality,I,CZE,Czechia,Deaths per 100 000 inhabitants,Male,Diseases of the blood and blood-forming organs,2011,1.6
Causes of mortality,I,CZE,Czechia,Deaths per 100 000 inhabitants,Male,Diseases of the blood and blood-forming organs,2010,1.5
Causes of mortality,I,CZE,Czechia,Deaths per 100 000 inhabitants,Male,Diseases of the blood and blood-forming organs,2009,1.7
Causes of mortality,I,CZE,Czechia,Deaths per 100 000 inhabitants,Male,Diseases of the blood and blood-forming organs,2008,1.4
Causes of mortality,I,CZE,Czechia,Deaths per 100 000 inhabitants,Male,Diseases of the blood and blood-forming organs,2007,1.3
Causes of mortality,I,CZE,Czechia,Deaths per 100 000 inhabitants,Male,Diseases of the blood and blood-forming organs,2006,1.3
Causes of mortality,I,CZE,Czechia,Deaths per 100 000 inhabitants,Male,Diseases of the blood and blood-forming organs,2005,1.2
Causes of mortality,I,CZE,Czechia,Deaths per 100 000 inhabitants,Male,Diseases of the blood and blood-forming organs,2004,0.7
Causes of mortality,I,CZE,Czechia,Deaths per 100 000 inhabitants,Male,Diseases of the blood and blood-forming organs,2003,1.3
Causes of mortality,I,CZE,Czechia,Deaths per 100 000 inhabitants,Male,Diseases of the blood and blood-forming organs,2002,1.1
Causes of mortality,I,CZE,Czechia,Deaths per 100 000 inhabitants,Male,Diseases of the blood and blood-forming organs,2001,1
Causes of mortality,I,CZE,Czechia,Deaths per 100 000 inhabitants,Male,Diseases of the blood and blood-forming organs,2000,1.2
Causes of mortality,I,CZE,Czechia,Deaths per 100 000 inhabitants,Male,Diseases of the blood and blood-forming organs,2020,2.3
Causes of mortality,I,CZE,Czechia,Deaths per 100 000 inhabitants,Male,Diseases of the blood and blood-forming organs,2019,1.9
Causes of mortality,I,CZE,Czechia,Deaths per 100 000 inhabitants,Male,Diseases of the blood and blood-forming organs,2018,2.4
Causes of mortality,I,CZE,Czechia,Deaths per 100 000 inhabitants,Male,Diseases of the blood and blood-forming organs,2017,2.2
Causes of mortality,I,CZE,Czechia,Deaths per 100 000 inhabitants,Male,Diseases of the blood and blood-forming organs,2016,2
Causes of mortality,I,LVA,Latvia,Deaths per 100 000 inhabitants,Female,Neoplasms,2001,188.8
Causes of mortality,I,LVA,Latvia,Deaths per 100 000 inhabitants,Female,Neoplasms,2000,188.5
Causes of mortality,I,LVA,Latvia,Deaths per 100 000 inhabitants,Female,Neoplasms,2019,190.8
Causes of mortality,I,LVA,Latvia,Deaths per 100 000 inhabitants,Female,Neoplasms,2020,197.4
Causes of mortality,I,LVA,Latvia,Deaths per 100 000 inhabitants,Female,Neoplasms,2008,185.9
Causes of mortality,I,LVA,Latvia,Deaths per 100 000 inhabitants,Female,Neoplasms,2007,195.5
Causes of mortality,I,LVA,Latvia,Deaths per 100 000 inhabitants,Female,Neoplasms,2018,193.5
Causes of mortality,I,LVA,Latvia,Deaths per 100 000 inhabitants,Female,Neoplasms,2017,190.9
Causes of mortality,I,LVA,Latvia,Deaths per 100 000 inhabitants,Female,Neoplasms,2016,188.5
Causes of mortality,I,LVA,Latvia,Deaths per 100 000 inhabitants,Female,Neoplasms,2015,196.3
Causes of mortality,I,LVA,Latvia,Deaths per 100 000 inhabitants,Female,Neoplasms,2014,189.8
Causes of mortality,I,LVA,Latvia,Deaths per 100 000 inhabitants,Female,Neoplasms,2013,191.8
Causes of mortality,I,CAN,Canada,Deaths per 100 000 inhabitants,Female,"Endocrine, nutritional and metabolic diseases",2002,35.1
Causes of mortality,I,CAN,Canada,Deaths per 100 000 inhabitants,Female,"Endocrine, nutritional and metabolic diseases",2001,33.6
Causes of mortality,I,LVA,Latvia,Deaths per 100 000 inhabitants,Female,Neoplasms,2010,199.8
Causes of mortality,I,LVA,Latvia,Deaths per 100 000 inhabitants,Female,Neoplasms,2009,197.9
Causes of mortality,I,LVA,Latvia,Deaths per 100 000 inhabitants,Female,Neoplasms,2006,199.8
Causes of mortality,I,LVA,Latvia,Deaths per 100 000 inhabitants,Female,Neoplasms,2005,188.6
Causes of mortality,I,LVA,Latvia,Deaths per 100 000 inhabitants,Female,Neoplasms,2004,184.9
Causes of mortality,I,LVA,Latvia,Deaths per 100 000 inhabitants,Female,Neoplasms,2003,191.1
Causes of mortality,I,LVA,Latvia,Deaths per 100 000 inhabitants,Female,Neoplasms,2002,185.5
Causes of mortality,I,NOR,Norway,Deaths per 100 000 inhabitants,Female,Diseases of the nervous system,2015,35.3
Causes of mortality,I,NOR,Norway,Deaths per 100 000 inhabitants,Female,Diseases of the nervous system,2014,36.1
Causes of mortality,I,NOR,Norway,Deaths per 100 000 inhabitants,Female,Diseases of the nervous system,2003,25.8
Causes of mortality,I,NOR,Norway,Deaths per 100 000 inhabitants,Female,Diseases of the nervous system,2002,23.4
Causes of mortality,I,NOR,Norway,Deaths per 100 000 inhabitants,Female,Diseases of the nervous system,2001,23.9
Causes of mortality,I,NOR,Norway,Deaths per 100 000 inhabitants,Female,Diseases of the nervous system,2000,21.5
Causes of mortality,I,NOR,Norway,Deaths per 100 000 inhabitants,Female,Diseases of the nervous system,2013,32.1
Causes of mortality,I,NOR,Norway,Deaths per 100 000 inhabitants,Female,Diseases of the nervous system,2012,33.6
Causes of mortality,I,NOR,Norway,Deaths per 100 000 inhabitants,Female,Diseases of the nervous system,2011,32.7
Causes of mortality,I,NOR,Norway,Deaths per 100 000 inhabitants,Female,Diseases of the nervous system,2010,31.6
Causes of mortality,I,NOR,Norway,Deaths per 100 000 inhabitants,Female,Diseases of the nervous system,2009,30.9
Causes of mortality,I,NOR,Norway,Deaths per 100 000 inhabitants,Female,Diseases of the nervous system,2008,29.9
Causes of mortality,I,NOR,Norway,Deaths per 100 000 inhabitants,Female,Diseases of the nervous system,2007,27.1
Causes of mortality,I,NOR,Norway,Deaths per 100 000 inhabitants,Female,Diseases of the nervous system,2006,27.4
Causes of mortality,I,NOR,Norway,Deaths per 100 000 inhabitants,Female,Diseases of the nervous system,2005,27.2
Causes of mortality,I,NOR,Norway,Deaths per 100 000 inhabitants,Female,Diseases of the nervous system,2004,26.7
Causes of mortality,I,NOR,Norway,Deaths per 100 000 inhabitants,Female,Diseases of the nervous system,2016,36.6
Causes of mortality,I,AUS,Australia,Deaths per 100 000 inhabitants,Male,Diseases of the blood and blood-forming organs,2014,2.7
Causes of mortality,I,AUS,Australia,Deaths per 100 000 inhabitants,Male,Diseases of the blood and blood-forming organs,2013,2.4
Causes of mortality,I,ESP,Spain,Deaths per 100 000 inhabitants,Male,Diseases of the blood and blood-forming organs,2020,3.4
Causes of mortality,I,ESP,Spain,Deaths per 100 000 inhabitants,Male,Diseases of the blood and blood-forming organs,2019,3.5
Causes of mortality,I,ESP,Spain,Deaths per 100 000 inhabitants,Male,Diseases of the blood and blood-forming organs,2018,3.6
Causes of mortality,I,ESP,Spain,Deaths per 100 000 inhabitants,Male,Diseases of the blood and blood-forming organs,2017,3.6
Causes of mortality,I,ESP,Spain,Deaths per 100 000 inhabitants,Male,Diseases of the blood and blood-forming organs,2016,3.5
Causes of mortality,I,ESP,Spain,Deaths per 100 000 inhabitants,Male,Diseases of the blood and blood-forming organs,2015,3.8
Causes of mortality,I,ESP,Spain,Deaths per 100 000 inhabitants,Male,Diseases of the blood and blood-forming organs,2014,3.5
Causes of mortality,I,ESP,Spain,Deaths per 100 000 inhabitants,Male,Diseases of the blood and blood-forming organs,2013,3.2
Causes of mortality,I,ESP,Spain,Deaths per 100 000 inhabitants,Male,Diseases of the blood and blood-forming organs,2012,3.1
Causes of mortality,I,ESP,Spain,Deaths per 100 000 inhabitants,Male,Diseases of the blood and blood-forming organs,2011,3.1
Causes of mortality,I,ESP,Spain,Deaths per 100 000 inhabitants,Male,Diseases of the blood and blood-forming organs,2010,3.3
Causes of mortality,I,ESP,Spain,Deaths per 100 000 inhabitants,Male,Diseases of the blood and blood-forming organs,2009,3.1
Causes of mortality,I,ESP,Spain,Deaths per 100 000 inhabitants,Male,Diseases of the blood and blood-forming organs,2008,3
Causes of mortality,I,ESP,Spain,Deaths per 100 000 inhabitants,Male,Diseases of the blood and blood-forming organs,2007,3
