STRUCTURE_NAME,REF_AREA,Reference area,Measure,Unit of measure,Age,Sex,Cause of death,TIME_PERIOD,OBS_VALUE
Causes of mortality,KOR,Korea,Mortality,Deaths per 100 000 inhabitants,Total,Total,Cancer,2011,200.8
Causes of mortality,KOR,Korea,Mortality,Deaths per 100 000 inhabitants,Total,Total,Cancer,2012,198.8
Causes of mortality,KOR,Korea,Mortality,Deaths per 100 000 inhabitants,Total,Total,Cancer,2013,194
Causes of mortality,KOR,Korea,Mortality,Deaths per 100 000 inhabitants,Total,Total,Cancer,2014,189.8
Causes of mortality,KOR,Korea,Mortality,Deaths per 100 000 inhabitants,Total,Total,Cancer,2015,182.7
Causes of mortality,KOR,Korea,Mortality,Deaths per 100 000 inhabitants,Total,Total,Cancer,2016,179.3
Causes of mortality,KOR,Korea,Mortality,Deaths per 100 000 inhabitants,Total,Total,Cancer,2017,173.8
Causes of mortality,LTU,Lithuania,Mortality,Deaths per 100 000 inhabitants,Total,Total,HIV-AIDS,2018,0.8
Causes of mortality,LTU,Lithuania,Mortality,Deaths per 100 000 inhabitants,Total,Total,HIV-AIDS,2019,0.7
Causes of mortality,LTU,Lithuania,Mortality,Deaths per 100 000 inhabitants,Total,Total,HIV-AIDS,2020,0.9
Causes of mortality,LTU,Lithuania,Mortality,Deaths per 100 000 inhabitants,Total,Total,HIV-AIDS,2021,1
Causes of mortality,LTU,Lithuania,Mortality,Deaths per 100 000 inhabitants,Total,Total,HIV-AIDS,2022,0.9
Causes of mortality,LTU,Lithuania,Mortality,Deaths per 100 000 inhabitants,Total,Total,HIV-AIDS,2010,0.6
Causes of mortality,LTU,Lithuania,Mortality,Deaths per 100 000 inhabitants,Total,Total,HIV-AIDS,2011,0.6
Causes of mortality,LTU,Lithuania,Mortality,Deaths per 100 000 inhabitants,Total,Total,HIV-AIDS,2012,1
Causes of mortality,LTU,Lithuania,Mortality,Deaths per 100 000 inhabitants,Total,Total,HIV-AIDS,2013,0.9
Causes of mortality,LTU,Lithuania,Mortality,Deaths per 100 000 inhabitants,Total,Total,HIV-AIDS,2014,0.8
Causes of mortality,LTU,Lithuania,Mortality,Deaths per 100 000 inhabitants,Total,Total,HIV-AIDS,2015,0.5
Causes of mortality,LTU,Lithuania,Mortality,Deaths per 100 000 inhabitants,Total,Total,HIV-AIDS,2016,1.2
Causes of mortality,LTU,Lithuania,Mortality,Deaths per 100 000 inhabitants,Total,Total,HIV-AIDS,2017,1.1
Causes of mortality,HUN,Hungary,Mortality,Deaths per 100 000 inhabitants,Total,Total,HIV-AIDS,2017,0.1
Causes of mortality,HUN,Hungary,Mortality,Deaths per 100 000 inhabitants,Total,Total,HIV-AIDS,2018,0.1
Causes of mortality,HUN,Hungary,Mortality,Deaths per 100 000 inhabitants,Total,Total,HIV-AIDS,2019,0.1
Causes of mortality,HUN,Hungary,Mortality,Deaths per 100 000 inhabitants,Total,Total,HIV-AIDS,2020,0.1
Causes of mortality,HUN,Hungary,Mortality,Deaths per 100 000 inhabitants,Total,Total,HIV-AIDS,2021,0.1
Causes of mortality,COL,Colombia,Mortality,Deaths per 100 000 inhabitants,Total,Total,heart diseases,2019,146.9
Causes of mortality,COL,Colombia,Mortality,Deaths per 100 000 inhabitants,Total,Total,heart diseases,2020,167
Causes of mortality,HUN,Hungary,Mortality,Deaths per 100 000 inhabitants,Total,Total,HIV-AIDS,2011,0.1
Causes of mortality,HUN,Hungary,Mortality,Deaths per 100 000 inhabitants,Total,Total,HIV-AIDS,2012,0.1
Causes of mortality,HUN,Hungary,Mortality,Deaths per 100 000 inhabitants,Total,Total,HIV-AIDS,2013,0.1
Causes of mortality,HUN,Hungary,Mortality,Deaths per 100 000 inhabitants,Total,Total,HIV-AIDS,2014,0.1
Causes of mortality,HUN,Hungary,Mortality,Deaths per 100 000 inhabitants,Total,Total,HIV-AIDS,2015,0.1
Causes of mortality,HUN,Hungary,Mortality,Deaths per 100 000 inhabitants,Total,Total,HIV-AIDS,2016,0.1
Causes of mortality,LVA,Latvia,Mortality,Deaths per 100 000 inhabitants,Total,Total,heart diseases,2015,350.8
Causes of mortality,LVA,Latvia,Mortality,Deaths per 100 000 inhabitants,Total,Total,heart diseases,2016,321.7
Causes of mortality,LVA,Latvia,Mortality,Deaths per 100 000 inhabitants,Total,Total,heart diseases,2017,296.1
Causes of mortality,LVA,Latvia,Mortality,Deaths per 100 000 inhabitants,Total,Total,heart diseases,2018,292.5
Causes of mortality,LVA,Latvia,Mortality,Deaths per 100 000 inhabitants,Total,Total,heart diseases,2019,272
Causes of mortality,LVA,Latvia,Mortality,Deaths per 100 000 inhabitants,Total,Total,heart diseases,2020,274.5
Causes of mortality,LVA,Latvia,Mortality,Deaths per 100 000 inhabitants,Total,Total,heart diseases,2021,296.6
Causes of mortality,LVA,Latvia,Mortality,Deaths per 100 000 inhabitants,Total,Total,heart diseases,2010,403.6
Causes of mortality,LVA,Latvia,Mortality,Deaths per 100 000 inhabitants,Total,Total,heart diseases,2011,388.3
Causes of mortality,LVA,Latvia,Mortality,Deaths per 100 000 inhabitants,Total,Total,heart diseases,2012,389.7
Causes of mortality,LVA,Latvia,Mortality,Deaths per 100 000 inhabitants,Total,Total,heart diseases,2013,372.3
Causes of mortality,LVA,Latvia,Mortality,Deaths per 100 000 inhabitants,Total,Total,heart diseases,2014,358
Causes of mortality,IRL,Ireland,Mortality,Deaths per 100 000 inhabitants,Total,Total,HIV-AIDS,2014,0.2
Causes of mortality,IRL,Ireland,Mortality,Deaths per 100 000 inhabitants,Total,Total,HIV-AIDS,2015,0.2
Causes of mortality,IRL,Ireland,Mortality,Deaths per 100 000 inhabitants,Total,Total,HIV-AIDS,2016,0.2
Causes of mortality,IRL,Ireland,Mortality,Deaths per 100 000 inhabitants,Total,Total,HIV-AIDS,2017,0.2
Causes of mortality,IRL,Ireland,Mortality,Deaths per 100 000 inhabitants,Total,Total,HIV-AIDS,2018,0.1
Causes of mortality,IRL,Ireland,Mortality,Deaths per 100 000 inhabitants,Total,Total,HIV-AIDS,2019,0.1
Causes of mortality,IRL,Ireland,Mortality,Deaths per 100 000 inhabitants,Total,Total,HIV-AIDS,2020,0.1
Causes of mortality,IRL,Ireland,Mortality,Deaths per 100 000 inhabitants,Total,Total,HIV-AIDS,2010,0.3
Causes of mortality,IRL,Ireland,Mortality,Deaths per 100 000 inhabitants,Total,Total,HIV-AIDS,2011,0.3
Causes of mortality,IRL,Ireland,Mortality,Deaths per 100 000 inhabitants,Total,Total,HIV-AIDS,2012,0.3
Causes of mortality,IRL,Ireland,Mortality,Deaths per 100 000 inhabitants,Total,Total,HIV-AIDS,2013,0.2
Causes of mortality,NLD,Netherlands,Mortality,Deaths per 100 000 inhabitants,Total,Total,Asthma,2016,0.7
Causes of mortality,NLD,Netherlands,Mortality,Deaths per 100 000 inhabitants,Total,Total,Asthma,2017,0.9
Causes of mortality,NLD,Netherlands,Mortality,Deaths per 100 000 inhabitants,Total,Total,Asthma,2018,0.9
Causes of mortality,NLD,Netherlands,Mortality,Deaths per 100 000 inhabitants,Total,Total,Asthma,2019,0.9
Causes of mortality,NLD,Netherlands,Mortality,Deaths per 100 000 inhabitants,Total,Total,Asthma,2020,0.7
Causes of mortality,NLD,Netherlands,Mortality,Deaths per 100 000 inhabitants,Total,Total,Asthma,2021,0.8
Causes of mortality,NLD,Netherlands,Mortality,Deaths per 100 000 inhabitants,Total,Total,Asthma,2022,0.7
Causes of mortality,NLD,Netherlands,Mortality,Deaths per 100 000 inhabitants,Total,Total,Asthma,2010,0.4
Causes of mortality,NLD,Netherlands,Mortality,Deaths per 100 000 inhabitants,Total,Total,Asthma,2011,0.4
Causes of mortality,NLD,Netherlands,Mortality,Deaths per 100 000 inhabitants,Total,Total,Asthma,2012,0.4
Causes of mortality,NLD,Netherlands,Mortality,Deaths per 100 000 inhabitants,Total,Total,Asthma,2013,0.8
Causes of mortality,NLD,Netherlands,Mortality,Deaths per 100 000 inhabitants,Total,Total,Asthma,2014,0.5
Causes of mortality,NLD,Netherlands,Mortality,Deaths per 100 000 inhabitants,Total,Total,Asthma,2015,0.7
Causes of mortality,BRA,Brazil,Mortality,Deaths per 100 000 inhabitants,Total,Total,HIV-AIDS,2017,6
Causes of mortality,BRA,Brazil,Mortality,Deaths per 100 000 inhabitants,Total,Total,HIV-AIDS,2010,6.8
Causes of mortality,BRA,Brazil,Mortality,Deaths per 100 000 inhabitants,Total,Total,HIV-AIDS,2018,5.7
Causes of mortality,BRA,Brazil,Mortality,Deaths per 100 000 inhabitants,Total,Total,HIV-AIDS,2019,5.4
Causes of mortality,BRA,Brazil,Mortality,Deaths per 100 000 inhabitants,Total,Total,HIV-AIDS,2020,5.3
Causes of mortality,BRA,Brazil,Mortality,Deaths per 100 000 inhabitants,Total,Total,HIV-AIDS,2021,5.7
Causes of mortality,BRA,Brazil,Mortality,Deaths per 100 000 inhabitants,Total,Total,HIV-AIDS,2011,6.7
Causes of mortality,BRA,Brazil,Mortality,Deaths per 100 000 inhabitants,Total,Total,HIV-AIDS,2012,6.5
Causes of mortality,BRA,Brazil,Mortality,Deaths per 100 000 inhabitants,Total,Total,HIV-AIDS,2013,6.7
Causes of mortality,BRA,Brazil,Mortality,Deaths per 100 000 inhabitants,Total,Total,HIV-AIDS,2014,6.7
Causes of mortality,BRA,Brazil,Mortality,Deaths per 100 000 inhabitants,Total,Total,HIV-AIDS,2015,6.6
Causes of mortality,BRA,Brazil,Mortality,Deaths per 100 000 inhabitants,Total,Total,HIV-AIDS,2016,6.5
Causes of mortality,TUR,Türkiye,Mortality,Deaths per 100 000 inhabitants,Total,Total,HIV-AIDS,2018,0.1
Causes of mortality,TUR,Türkiye,Mortality,Deaths per 100 000 inhabitants,Total,Total,HIV-AIDS,2019,0.1
Causes of mortality,TUR,Türkiye,Mortality,Deaths per 100 000 inhabitants,Total,Total,HIV-AIDS,2010,0.1
Causes of mortality,TUR,Türkiye,Mortality,Deaths per 100 000 inhabitants,Total,Total,HIV-AIDS,2011,0.1
Causes of mortality,TUR,Türkiye,Mortality,Deaths per 100 000 inhabitants,Total,Total,HIV-AIDS,2012,0.1
Causes of mortality,TUR,Türkiye,Mortality,Deaths per 100 000 inhabitants,Total,Total,HIV-AIDS,2013,0.1
Causes of mortality,TUR,Türkiye,Mortality,Deaths per 100 000 inhabitants,Total,Total,HIV-AIDS,2015,0.1
Causes of mortality,TUR,Türkiye,Mortality,Deaths per 100 000 inhabitants,Total,Total,HIV-AIDS,2014,0.1
Causes of mortality,TUR,Türkiye,Mortality,Deaths per 100 000 inhabitants,Total,Total,HIV-AIDS,2016,0.1
Causes of mortality,TUR,Türkiye,Mortality,Deaths per 100 000 inhabitants,Total,Total,HIV-AIDS,2017,0.1
Causes of mortality,HUN,Hungary,Mortality,Deaths per 100 000 inhabitants,Total,Total,heart diseases,2017,312.9
Causes of mortality,HUN,Hungary,Mortality,Deaths per 100 000 inhabitants,Total,Total,heart diseases,2018,303.8
Causes of mortality,HUN,Hungary,Mortality,Deaths per 100 000 inhabitants,Total,Total,heart diseases,2019,295.6
Causes of mortality,HUN,Hungary,Mortality,Deaths per 100 000 inhabitants,Total,Total,heart diseases,2020,295.4
Causes of mortality,HUN,Hungary,Mortality,Deaths per 100 000 inhabitants,Total,Total,heart diseases,2021,294.4
Causes of mortality,HUN,Hungary,Mortality,Deaths per 100 000 inhabitants,Total,Total,heart diseases,2022,289.2
Causes of mortality,HUN,Hungary,Mortality,Deaths per 100 000 inhabitants,Total,Total,heart diseases,2011,337.5
Causes of mortality,HUN,Hungary,Mortality,Deaths per 100 000 inhabitants,Total,Total,heart diseases,2010,349.5
Causes of mortality,HUN,Hungary,Mortality,Deaths per 100 000 inhabitants,Total,Total,heart diseases,2012,338.2
Causes of mortality,HUN,Hungary,Mortality,Deaths per 100 000 inhabitants,Total,Total,heart diseases,2013,325.1
Causes of mortality,HUN,Hungary,Mortality,Deaths per 100 000 inhabitants,Total,Total,heart diseases,2014,320.4
Causes of mortality,HUN,Hungary,Mortality,Deaths per 100 000 inhabitants,Total,Total,heart diseases,2015,324.6
Causes of mortality,HUN,Hungary,Mortality,Deaths per 100 000 inhabitants,Total,Total,heart diseases,2016,303.2
Causes of mortality,NZL,New Zealand,Mortality,Deaths per 100 000 inhabitants,Total,Total,Diabetes,2016,20.1
Causes of mortality,NZL,New Zealand,Mortality,Deaths per 100 000 inhabitants,Total,Total,Diabetes,2010,21.4
Causes of mortality,NZL,New Zealand,Mortality,Deaths per 100 000 inhabitants,Total,Total,Diabetes,2011,22.5
Causes of mortality,NZL,New Zealand,Mortality,Deaths per 100 000 inhabitants,Total,Total,Diabetes,2012,21.1
Causes of mortality,NZL,New Zealand,Mortality,Deaths per 100 000 inhabitants,Total,Total,Diabetes,2013,20.6
Causes of mortality,NZL,New Zealand,Mortality,Deaths per 100 000 inhabitants,Total,Total,Diabetes,2014,20.1
Causes of mortality,NZL,New Zealand,Mortality,Deaths per 100 000 inhabitants,Total,Total,Diabetes,2015,20.5
Causes of mortality,JPN,Japan,Mortality,Deaths per 100 000 inhabitants,Total,Total,Diabetes,2012,7.7
Causes of mortality,JPN,Japan,Mortality,Deaths per 100 000 inhabitants,Total,Total,Diabetes,2013,7.1
Causes of mortality,JPN,Japan,Mortality,Deaths per 100 000 inhabitants,Total,Total,Diabetes,2014,6.9
Causes of mortality,JPN,Japan,Mortality,Deaths per 100 000 inhabitants,Total,Total,Diabetes,2015,6.5
Causes of mortality,JPN,Japan,Mortality,Deaths per 100 000 inhabitants,Total,Total,Diabetes,2016,6.5
Causes of mortality,JPN,Japan,Mortality,Deaths per 100 000 inhabitants,Total,Total,Diabetes,2017,6.6
Causes of mortality,JPN,Japan,Mortality,Deaths per 100 000 inhabitants,Total,Total,Diabetes,2020,6.2
Causes of mortality,JPN,Japan,Mortality,Deaths per 100 000 inhabitants,Total,Total,Diabetes,2021,6.2
Causes of mortality,JPN,Japan,Mortality,Deaths per 100 000 inhabitants,Total,Total,Diabetes,2018,6.5
Causes of mortality,JPN,Japan,Mortality,Deaths per 100 000 inhabitants,Total,Total,Diabetes,2019,6.2
Causes of mortality,JPN,Japan,Mortality,Deaths per 100 000 inhabitants,Total,Total,Diabetes,2010,8.1
Causes of mortality,JPN,Japan,Mortality,Deaths per 100 000 inhabitants,Total,Total,Diabetes,2011,8
Causes of mortality,DEU,Germany,Mortality,Deaths per 100 000 inhabitants,Total,Total,Asthma,2015,1
Causes of mortality,BGR,Bulgaria,Mortality,Deaths per 100 000 inhabitants,Total,Total,Asthma,2014,0.5
Causes of mortality,BGR,Bulgaria,Mortality,Deaths per 100 000 inhabitants,Total,Total,Asthma,2015,0.4
Causes of mortality,DEU,Germany,Mortality,Deaths per 100 000 inhabitants,Total,Total,Asthma,2018,0.9
Causes of mortality,DEU,Germany,Mortality,Deaths per 100 000 inhabitants,Total,Total,Asthma,2019,1
Causes of mortality,DEU,Germany,Mortality,Deaths per 100 000 inhabitants,Total,Total,Asthma,2020,0.9
Causes of mortality,DEU,Germany,Mortality,Deaths per 100 000 inhabitants,Total,Total,Asthma,2010,1.3
Causes of mortality,DEU,Germany,Mortality,Deaths per 100 000 inhabitants,Total,Total,Asthma,2011,1.2
Causes of mortality,DEU,Germany,Mortality,Deaths per 100 000 inhabitants,Total,Total,Asthma,2012,1.2
Causes of mortality,DEU,Germany,Mortality,Deaths per 100 000 inhabitants,Total,Total,Asthma,2013,1.2
Causes of mortality,DEU,Germany,Mortality,Deaths per 100 000 inhabitants,Total,Total,Asthma,2014,1
Causes of mortality,CZE,Czechia,Mortality,Deaths per 100 000 inhabitants,Total,Total,heart diseases,2010,274.7
Causes of mortality,CZE,Czechia,Mortality,Deaths per 100 000 inhabitants,Total,Total,heart diseases,2011,285.2
Causes of mortality,CZE,Czechia,Mortality,Deaths per 100 000 inhabitants,Total,Total,heart diseases,2012,280.6
Causes of mortality,CZE,Czechia,Mortality,Deaths per 100 000 inhabitants,Total,Total,heart diseases,2013,284.9
Causes of mortality,CZE,Czechia,Mortality,Deaths per 100 000 inhabitants,Total,Total,heart diseases,2014,259.9
Causes of mortality,CZE,Czechia,Mortality,Deaths per 100 000 inhabitants,Total,Total,heart diseases,2015,260.4
Causes of mortality,CZE,Czechia,Mortality,Deaths per 100 000 inhabitants,Total,Total,heart diseases,2016,226.6
Causes of mortality,CZE,Czechia,Mortality,Deaths per 100 000 inhabitants,Total,Total,heart diseases,2017,227.4
Causes of mortality,CZE,Czechia,Mortality,Deaths per 100 000 inhabitants,Total,Total,heart diseases,2018,212.6
Causes of mortality,CZE,Czechia,Mortality,Deaths per 100 000 inhabitants,Total,Total,heart diseases,2019,200
Causes of mortality,CZE,Czechia,Mortality,Deaths per 100 000 inhabitants,Total,Total,heart diseases,2020,207.3
Causes of mortality,CZE,Czechia,Mortality,Deaths per 100 000 inhabitants,Total,Total,heart diseases,2021,193.6
Causes of mortality,MEX,Mexico,Mortality,Deaths per 100 000 inhabitants,Total,Total,Diabetes,2012,162.2
Causes of mortality,MEX,Mexico,Mortality,Deaths per 100 000 inhabitants,Total,Total,Diabetes,2013,160.9
Causes of mortality,MEX,Mexico,Mortality,Deaths per 100 000 inhabitants,Total,Total,Diabetes,2014,167.2
Causes of mortality,MEX,Mexico,Mortality,Deaths per 100 000 inhabitants,Total,Total,Diabetes,2015,170.9
Causes of mortality,MEX,Mexico,Mortality,Deaths per 100 000 inhabitants,Total,Total,Diabetes,2016,176.5
Causes of mortality,MEX,Mexico,Mortality,Deaths per 100 000 inhabitants,Total,Total,Diabetes,2017,172.7
Causes of mortality,MEX,Mexico,Mortality,Deaths per 100 000 inhabitants,Total,Total,Diabetes,2018,157.9
Causes of mortality,MEX,Mexico,Mortality,Deaths per 100 000 inhabitants,Total,Total,Diabetes,2019,157.6
Causes of mortality,MEX,Mexico,Mortality,Deaths per 100 000 inhabitants,Total,Total,Diabetes,2020,221
Causes of mortality,MEX,Mexico,Mortality,Deaths per 100 000 inhabitants,Total,Total,Diabetes,2021,199.2
Causes of mortality,MEX,Mexico,Mortality,Deaths per 100 000 inhabitants,Total,Total,Diabetes,2010,169.2
Causes of mortality,MEX,Mexico,Mortality,Deaths per 100 000 inhabitants,Total,Total,Diabetes,2011,159.6
Causes of mortality,BEL,Belgium,Mortality,Deaths per 100 000 inhabitants,Total,Total,heart diseases,2012,68.4
Causes of mortality,BEL,Belgium,Mortality,Deaths per 100 000 inhabitants,Total,Total,heart diseases,2013,64.6
Causes of mortality,BEL,Belgium,Mortality,Deaths per 100 000 inhabitants,Total,Total,heart diseases,2014,59.4
Causes of mortality,BEL,Belgium,Mortality,Deaths per 100 000 inhabitants,Total,Total,heart diseases,2015,59.4
Causes of mortality,BEL,Belgium,Mortality,Deaths per 100 000 inhabitants,Total,Total,heart diseases,2016,54.7
Causes of mortality,BEL,Belgium,Mortality,Deaths per 100 000 inhabitants,Total,Total,heart diseases,2017,53.4
Causes of mortality,BEL,Belgium,Mortality,Deaths per 100 000 inhabitants,Total,Total,heart diseases,2018,50.3
Causes of mortality,BEL,Belgium,Mortality,Deaths per 100 000 inhabitants,Total,Total,heart diseases,2019,46.6
Causes of mortality,BEL,Belgium,Mortality,Deaths per 100 000 inhabitants,Total,Total,heart diseases,2020,43.3
Causes of mortality,BEL,Belgium,Mortality,Deaths per 100 000 inhabitants,Total,Total,heart diseases,2010,78.6
Causes of mortality,BEL,Belgium,Mortality,Deaths per 100 000 inhabitants,Total,Total,heart diseases,2011,70.9
Causes of mortality,USA,United States,Mortality,Deaths per 100 000 inhabitants,Total,Total,Diabetes,2016,26.3
Causes of mortality,USA,United States,Mortality,Deaths per 100 000 inhabitants,Total,Total,Diabetes,2017,26.8
Causes of mortality,USA,United States,Mortality,Deaths per 100 000 inhabitants,Total,Total,Diabetes,2018,26.7
Causes of mortality,USA,United States,Mortality,Deaths per 100 000 inhabitants,Total,Total,Diabetes,2019,26.9
Causes of mortality,USA,United States,Mortality,Deaths per 100 000 inhabitants,Total,Total,Diabetes,2020,31.2
Causes of mortality,USA,United States,Mortality,Deaths per 100 000 inhabitants,Total,Total,Diabetes,2021,31.1
Causes of mortality,USA,United States,Mortality,Deaths per 100 000 inhabitants,Total,Total,Diabetes,2010,25.9
Causes of mortality,USA,United States,Mortality,Deaths per 100 000 inhabitants,Total,Total,Diabetes,2011,27.1
Causes of mortality,USA,United States,Mortality,Deaths per 100 000 inhabitants,Total,Total,Diabetes,2012,26.5
Causes of mortality,USA,United States,Mortality,Deaths per 100 000 inhabitants,Total,Total,Diabetes,2013,26.5
Causes of mortality,USA,United States,Mortality,Deaths per 100 000 inhabitants,Total,Total,Diabetes,2014,26.2
Causes of mortality,USA,United States,Mortality,Deaths per 100 000 inhabitants,Total,Total,Diabetes,2015,26.7
Causes of mortality,SVN,Slovenia,Mortality,Deaths per 100 000 inhabitants,Total,Total,Diabetes,2013,15
Causes of mortality,SVN,Slovenia,Mortality,Deaths per 100 000 inhabitants,Total,Total,Diabetes,2014,12.7
Causes of mortality,SVN,Slovenia,Mortality,Deaths per 100 000 inhabitants,Total,Total,Diabetes,2015,14
