REF_AREA,Reference area,Measure,Unit of measure,Age,Sex,TIME_PERIOD,OBS_VALUE,TIME_RANGE
EST,Estonia,Lung cancer five-year net survival,Percentage of population who have condition,15 years or over,Total,2004,10.8,Data applies to previous five years inclusive
EST,Estonia,Lung cancer five-year net survival,Percentage of population who have condition,15 years or over,Total,2009,14.3,Data applies to previous five years inclusive
ITA,Italy,Hypertension hospital admission,Per 100 000 inhabitants,15 years or over,Female,2001,127.9,
ITA,Italy,Hypertension hospital admission,Per 100 000 inhabitants,15 years or over,Female,2002,108.5,
ITA,Italy,Hypertension hospital admission,Per 100 000 inhabitants,15 years or over,Female,2003,84.7,
ITA,Italy,Hypertension hospital admission,Per 100 000 inhabitants,15 years or over,Female,2004,79.9,
ITA,Italy,Hypertension hospital admission,Per 100 000 inhabitants,15 years or over,Female,2005,72.1,
ITA,Italy,Hypertension hospital admission,Per 100 000 inhabitants,15 years or over,Female,2006,67.5,
ITA,Italy,Hypertension hospital admission,Per 100 000 inhabitants,15 years or over,Female,2007,54.2,
ITA,Italy,Hypertension hospital admission,Per 100 000 inhabitants,15 years or over,Female,2008,47.2,
ITA,Italy,Hypertension hospital admission,Per 100 000 inhabitants,15 years or over,Female,2009,40.6,
ITA,Italy,Hypertension hospital admission,Per 100 000 inhabitants,15 years or over,Female,2010,35.6,
ITA,Italy,Hypertension hospital admission,Per 100 000 inhabitants,15 years or over,Female,2011,27.6,
ITA,Italy,Hypertension hospital admission,Per 100 000 inhabitants,15 years or over,Female,2012,22.2,
ITA,Italy,Hypertension hospital admission,Per 100 000 inhabitants,15 years or over,Female,2013,26.7,
ITA,Italy,Hypertension hospital admission,Per 100 000 inhabitants,15 years or over,Female,2014,23.6,
ITA,Italy,Hypertension hospital admission,Per 100 000 inhabitants,15 years or over,Female,2015,19.9,
ITA,Italy,Hypertension hospital admission,Per 100 000 inhabitants,15 years or over,Female,2016,17.3,
ITA,Italy,Hypertension hospital admission,Per 100 000 inhabitants,15 years or over,Female,2017,15.5,
ITA,Italy,Hypertension hospital admission,Per 100 000 inhabitants,15 years or over,Female,2018,12.4,
ITA,Italy,Hypertension hospital admission,Per 100 000 inhabitants,15 years or over,Female,2019,10.4,
ITA,Italy,Hypertension hospital admission,Per 100 000 inhabitants,15 years or over,Female,2020,6.5,
NZL,New Zealand,Lung cancer five-year net survival,Percentage of population who have condition,15 years or over,Female,2004,11.9,Data applies to previous five years inclusive
NZL,New Zealand,Lung cancer five-year net survival,Percentage of population who have condition,15 years or over,Female,2009,13.7,Data applies to previous five years inclusive
NZL,New Zealand,Lung cancer five-year net survival,Percentage of population who have condition,15 years or over,Female,2014,16.9,Data applies to previous five years inclusive
KOR,Korea,Chronic obstructive pulmonary disease hospital admission,Per 100 000 inhabitants,15 years or over,Total,2008,265.8,
KOR,Korea,Chronic obstructive pulmonary disease hospital admission,Per 100 000 inhabitants,15 years or over,Total,2009,248.2,
KOR,Korea,Chronic obstructive pulmonary disease hospital admission,Per 100 000 inhabitants,15 years or over,Total,2010,230.3,
KOR,Korea,Chronic obstructive pulmonary disease hospital admission,Per 100 000 inhabitants,15 years or over,Total,2011,220.3,
KOR,Korea,Chronic obstructive pulmonary disease hospital admission,Per 100 000 inhabitants,15 years or over,Total,2012,245,
KOR,Korea,Chronic obstructive pulmonary disease hospital admission,Per 100 000 inhabitants,15 years or over,Total,2013,214.3,
KOR,Korea,Chronic obstructive pulmonary disease hospital admission,Per 100 000 inhabitants,15 years or over,Total,2014,219.3,
KOR,Korea,Chronic obstructive pulmonary disease hospital admission,Per 100 000 inhabitants,15 years or over,Total,2015,222.3,
KOR,Korea,Chronic obstructive pulmonary disease hospital admission,Per 100 000 inhabitants,15 years or over,Total,2016,205.9,
KOR,Korea,Chronic obstructive pulmonary disease hospital admission,Per 100 000 inhabitants,15 years or over,Total,2017,194.5,
KOR,Korea,Chronic obstructive pulmonary disease hospital admission,Per 100 000 inhabitants,15 years or over,Total,2018,193.2,
KOR,Korea,Chronic obstructive pulmonary disease hospital admission,Per 100 000 inhabitants,15 years or over,Total,2019,161.5,
KOR,Korea,Chronic obstructive pulmonary disease hospital admission,Per 100 000 inhabitants,15 years or over,Total,2020,94.1,
HRV,Croatia,Childhood acute lymphoblastic leukaemia five-year net survival,Percentage of population who have condition,14 years or less,Male,2004,76.9,Data applies to previous five years inclusive
HRV,Croatia,Childhood acute lymphoblastic leukaemia five-year net survival,Percentage of population who have condition,14 years or less,Male,2009,87.1,Data applies to previous five years inclusive
HRV,Croatia,Childhood acute lymphoblastic leukaemia five-year net survival,Percentage of population who have condition,14 years or less,Male,2014,83.7,Data applies to previous five years inclusive
KOR,Korea,Asthma and chronic obstructive pulmonary disease hospital admission,Per 100 000 inhabitants,15 years or over,Male,2008,488.5,
KOR,Korea,Asthma and chronic obstructive pulmonary disease hospital admission,Per 100 000 inhabitants,15 years or over,Male,2009,456.2,
KOR,Korea,Asthma and chronic obstructive pulmonary disease hospital admission,Per 100 000 inhabitants,15 years or over,Male,2010,436.6,
KOR,Korea,Asthma and chronic obstructive pulmonary disease hospital admission,Per 100 000 inhabitants,15 years or over,Male,2011,417.3,
KOR,Korea,Asthma and chronic obstructive pulmonary disease hospital admission,Per 100 000 inhabitants,15 years or over,Male,2012,442.2,
KOR,Korea,Asthma and chronic obstructive pulmonary disease hospital admission,Per 100 000 inhabitants,15 years or over,Male,2013,390.6,
KOR,Korea,Asthma and chronic obstructive pulmonary disease hospital admission,Per 100 000 inhabitants,15 years or over,Male,2014,382.1,
KOR,Korea,Asthma and chronic obstructive pulmonary disease hospital admission,Per 100 000 inhabitants,15 years or over,Male,2015,375.5,
KOR,Korea,Asthma and chronic obstructive pulmonary disease hospital admission,Per 100 000 inhabitants,15 years or over,Male,2016,353.2,
KOR,Korea,Asthma and chronic obstructive pulmonary disease hospital admission,Per 100 000 inhabitants,15 years or over,Male,2017,330.4,
KOR,Korea,Asthma and chronic obstructive pulmonary disease hospital admission,Per 100 000 inhabitants,15 years or over,Male,2018,321.1,
KOR,Korea,Asthma and chronic obstructive pulmonary disease hospital admission,Per 100 000 inhabitants,15 years or over,Male,2019,273.5,
KOR,Korea,Asthma and chronic obstructive pulmonary disease hospital admission,Per 100 000 inhabitants,15 years or over,Male,2020,173.6,
ISL,Iceland,Stomach cancer five-year net survival,Percentage of population who have condition,15 years or over,Female,2014,30.7,Data applies to previous five years inclusive
NLD,Netherlands,Lung cancer five-year net survival,Percentage of population who have condition,15 years or over,Female,2004,12.8,Data applies to previous five years inclusive
NLD,Netherlands,Lung cancer five-year net survival,Percentage of population who have condition,15 years or over,Female,2009,16.7,Data applies to previous five years inclusive
NLD,Netherlands,Lung cancer five-year net survival,Percentage of population who have condition,15 years or over,Female,2014,19,Data applies to previous five years inclusive
MEX,Mexico,Chronic obstructive pulmonary disease hospital admission,Per 100 000 inhabitants,15 years or over,Male,2009,117.6,
MEX,Mexico,Chronic obstructive pulmonary disease hospital admission,Per 100 000 inhabitants,15 years or over,Male,2010,130.9,
MEX,Mexico,Chronic obstructive pulmonary disease hospital admission,Per 100 000 inhabitants,15 years or over,Male,2011,113.1,
MEX,Mexico,Chronic obstructive pulmonary disease hospital admission,Per 100 000 inhabitants,15 years or over,Male,2012,104.3,
MEX,Mexico,Chronic obstructive pulmonary disease hospital admission,Per 100 000 inhabitants,15 years or over,Male,2013,110.3,
MEX,Mexico,Chronic obstructive pulmonary disease hospital admission,Per 100 000 inhabitants,15 years or over,Male,2014,100.5,
MEX,Mexico,Chronic obstructive pulmonary disease hospital admission,Per 100 000 inhabitants,15 years or over,Male,2015,95.6,
MEX,Mexico,Chronic obstructive pulmonary disease hospital admission,Per 100 000 inhabitants,15 years or over,Male,2016,94.4,
MEX,Mexico,Chronic obstructive pulmonary disease hospital admission,Per 100 000 inhabitants,15 years or over,Male,2017,89.2,
MEX,Mexico,Chronic obstructive pulmonary disease hospital admission,Per 100 000 inhabitants,15 years or over,Male,2018,81.3,
MEX,Mexico,Chronic obstructive pulmonary disease hospital admission,Per 100 000 inhabitants,15 years or over,Male,2019,75.9,
MEX,Mexico,Chronic obstructive pulmonary disease hospital admission,Per 100 000 inhabitants,15 years or over,Male,2020,31.2,
NOR,Norway,Asthma and chronic obstructive pulmonary disease hospital admission,Per 100 000 inhabitants,15 years or over,Female,2008,265.9,
NOR,Norway,Asthma and chronic obstructive pulmonary disease hospital admission,Per 100 000 inhabitants,15 years or over,Female,2009,276.8,
NOR,Norway,Asthma and chronic obstructive pulmonary disease hospital admission,Per 100 000 inhabitants,15 years or over,Female,2010,282.2,
NOR,Norway,Asthma and chronic obstructive pulmonary disease hospital admission,Per 100 000 inhabitants,15 years or over,Female,2011,290,
NOR,Norway,Asthma and chronic obstructive pulmonary disease hospital admission,Per 100 000 inhabitants,15 years or over,Female,2012,294.2,
NOR,Norway,Asthma and chronic obstructive pulmonary disease hospital admission,Per 100 000 inhabitants,15 years or over,Female,2013,302.8,
NOR,Norway,Asthma and chronic obstructive pulmonary disease hospital admission,Per 100 000 inhabitants,15 years or over,Female,2014,284.6,
NOR,Norway,Asthma and chronic obstructive pulmonary disease hospital admission,Per 100 000 inhabitants,15 years or over,Female,2015,293.1,
NOR,Norway,Asthma and chronic obstructive pulmonary disease hospital admission,Per 100 000 inhabitants,15 years or over,Female,2016,291,
NOR,Norway,Asthma and chronic obstructive pulmonary disease hospital admission,Per 100 000 inhabitants,15 years or over,Female,2017,282.1,
NOR,Norway,Asthma and chronic obstructive pulmonary disease hospital admission,Per 100 000 inhabitants,15 years or over,Female,2018,267.9,
NOR,Norway,Asthma and chronic obstructive pulmonary disease hospital admission,Per 100 000 inhabitants,15 years or over,Female,2019,275.4,
NOR,Norway,Asthma and chronic obstructive pulmonary disease hospital admission,Per 100 000 inhabitants,15 years or over,Female,2020,217,
SVK,Slovak Republic,Asthma and chronic obstructive pulmonary disease hospital admission,Per 100 000 inhabitants,15 years or over,Male,2009,467.9,
SVK,Slovak Republic,Asthma and chronic obstructive pulmonary disease hospital admission,Per 100 000 inhabitants,15 years or over,Male,2010,457.2,
SVK,Slovak Republic,Asthma and chronic obstructive pulmonary disease hospital admission,Per 100 000 inhabitants,15 years or over,Male,2011,399,
SVK,Slovak Republic,Asthma and chronic obstructive pulmonary disease hospital admission,Per 100 000 inhabitants,15 years or over,Male,2012,352.6,
SVK,Slovak Republic,Asthma and chronic obstructive pulmonary disease hospital admission,Per 100 000 inhabitants,15 years or over,Male,2013,336.7,
SVK,Slovak Republic,Asthma and chronic obstructive pulmonary disease hospital admission,Per 100 000 inhabitants,15 years or over,Male,2014,317.3,
SVK,Slovak Republic,Asthma and chronic obstructive pulmonary disease hospital admission,Per 100 000 inhabitants,15 years or over,Male,2015,296.5,
SVK,Slovak Republic,Asthma and chronic obstructive pulmonary disease hospital admission,Per 100 000 inhabitants,15 years or over,Male,2016,257.8,
SVK,Slovak Republic,Asthma and chronic obstructive pulmonary disease hospital admission,Per 100 000 inhabitants,15 years or over,Male,2017,261.9,
SVK,Slovak Republic,Asthma and chronic obstructive pulmonary disease hospital admission,Per 100 000 inhabitants,15 years or over,Male,2018,235.1,
SVK,Slovak Republic,Asthma and chronic obstructive pulmonary disease hospital admission,Per 100 000 inhabitants,15 years or over,Male,2019,220.5,
SVK,Slovak Republic,Asthma and chronic obstructive pulmonary disease hospital admission,Per 100 000 inhabitants,15 years or over,Male,2020,150.4,
FRA,France,Asthma hospital admission,Per 100 000 inhabitants,15 years or over,Female,2010,37,
FRA,France,Asthma hospital admission,Per 100 000 inhabitants,15 years or over,Female,2011,35.2,
FRA,France,Asthma hospital admission,Per 100 000 inhabitants,15 years or over,Female,2012,38.3,
FRA,France,Asthma hospital admission,Per 100 000 inhabitants,15 years or over,Female,2013,37.6,
FRA,France,Asthma hospital admission,Per 100 000 inhabitants,15 years or over,Female,2014,37.9,
FRA,France,Asthma hospital admission,Per 100 000 inhabitants,15 years or over,Female,2015,37.7,
CHL,Chile,Stomach cancer five-year net survival,Percentage of population who have condition,15 years or over,Female,2004,16.1,Data applies to previous five years inclusive
CHL,Chile,Stomach cancer five-year net survival,Percentage of population who have condition,15 years or over,Female,2009,19,Data applies to previous five years inclusive
CHL,Chile,Stomach cancer five-year net survival,Percentage of population who have condition,15 years or over,Female,2014,17.6,Data applies to previous five years inclusive
CRI,Costa Rica,Diabetes hospital admission,Per 100 000 inhabitants,15 years or over,Total,2000,255.6,
CRI,Costa Rica,Diabetes hospital admission,Per 100 000 inhabitants,15 years or over,Total,2001,247.6,
CRI,Costa Rica,Diabetes hospital admission,Per 100 000 inhabitants,15 years or over,Total,2002,266.7,
CRI,Costa Rica,Diabetes hospital admission,Per 100 000 inhabitants,15 years or over,Total,2003,247.1,
CRI,Costa Rica,Diabetes hospital admission,Per 100 000 inhabitants,15 years or over,Total,2004,220.6,
CRI,Costa Rica,Diabetes hospital admission,Per 100 000 inhabitants,15 years or over,Total,2005,189.9,
